MB2013_code,total,AU2013_code,AU2013_label,TA2013_label
0000100,1,500206,North Cape,Far North District
0000200,1,500206,North Cape,Far North District
0000300,1,500206,North Cape,Far North District
0000400,1,500206,North Cape,Far North District
0000501,0,500206,North Cape,Far North District
0000502,1,500206,North Cape,Far North District
0000600,3,500206,North Cape,Far North District
0000700,0,500206,North Cape,Far North District
0000800,0,500206,North Cape,Far North District
0000900,1,500206,North Cape,Far North District
0001000,1,500207,Houhora,Far North District
0001100,3,500207,Houhora,Far North District
0001201,1,500207,Houhora,Far North District
0001202,0,500207,Houhora,Far North District
0001203,2,500207,Houhora,Far North District
0001204,5,500207,Houhora,Far North District
0001301,0,500207,Houhora,Far North District
0001302,4,500207,Houhora,Far North District
0001400,0,500208,Motutangi-Kareponia,Far North District
0001500,0,500208,Motutangi-Kareponia,Far North District
0001600,0,500208,Motutangi-Kareponia,Far North District
0001700,0,500208,Motutangi-Kareponia,Far North District
0001800,3,500208,Motutangi-Kareponia,Far North District
0001900,2,500208,Motutangi-Kareponia,Far North District
0002000,2,500208,Motutangi-Kareponia,Far North District
0002100,0,614601,Inlet-Rangaunu Harbour,Far North District
0002200,6,500208,Motutangi-Kareponia,Far North District
0002301,2,500208,Motutangi-Kareponia,Far North District
0002302,1,500208,Motutangi-Kareponia,Far North District
0002303,5,500208,Motutangi-Kareponia,Far North District
0002304,2,500208,Motutangi-Kareponia,Far North District
0002305,0,500208,Motutangi-Kareponia,Far North District
0002306,0,500208,Motutangi-Kareponia,Far North District
0002400,1,500208,Motutangi-Kareponia,Far North District
0002500,0,500202,Karikari Peninsula-Maungataniwha,Far North District
0002603,0,500202,Karikari Peninsula-Maungataniwha,Far North District
0002604,3,500202,Karikari Peninsula-Maungataniwha,Far North District
0002605,6,500202,Karikari Peninsula-Maungataniwha,Far North District
0002606,11,500202,Karikari Peninsula-Maungataniwha,Far North District
0002607,1,500202,Karikari Peninsula-Maungataniwha,Far North District
0002608,4,500202,Karikari Peninsula-Maungataniwha,Far North District
0002609,7,500202,Karikari Peninsula-Maungataniwha,Far North District
0002610,10,500202,Karikari Peninsula-Maungataniwha,Far North District
0002611,4,500202,Karikari Peninsula-Maungataniwha,Far North District
0002700,3,500202,Karikari Peninsula-Maungataniwha,Far North District
0002800,3,500208,Motutangi-Kareponia,Far North District
0002900,2,500202,Karikari Peninsula-Maungataniwha,Far North District
0003000,3,500202,Karikari Peninsula-Maungataniwha,Far North District
0003100,1,500202,Karikari Peninsula-Maungataniwha,Far North District
0003200,1,500202,Karikari Peninsula-Maungataniwha,Far North District
0003300,5,500202,Karikari Peninsula-Maungataniwha,Far North District
0003400,5,500202,Karikari Peninsula-Maungataniwha,Far North District
0003501,3,500203,Taipa Bay-Mangonui,Far North District
0003502,2,500203,Taipa Bay-Mangonui,Far North District
0003503,4,500203,Taipa Bay-Mangonui,Far North District
0003504,2,500203,Taipa Bay-Mangonui,Far North District
0003505,1,500203,Taipa Bay-Mangonui,Far North District
0003506,3,500203,Taipa Bay-Mangonui,Far North District
0003600,1,500202,Karikari Peninsula-Maungataniwha,Far North District
0003701,0,500202,Karikari Peninsula-Maungataniwha,Far North District
0003702,5,500202,Karikari Peninsula-Maungataniwha,Far North District
0003800,7,500202,Karikari Peninsula-Maungataniwha,Far North District
0003900,1,500202,Karikari Peninsula-Maungataniwha,Far North District
0004000,5,500202,Karikari Peninsula-Maungataniwha,Far North District
0004101,6,500203,Taipa Bay-Mangonui,Far North District
0004102,15,500203,Taipa Bay-Mangonui,Far North District
0004104,3,500203,Taipa Bay-Mangonui,Far North District
0004105,1,500203,Taipa Bay-Mangonui,Far North District
0004106,1,500203,Taipa Bay-Mangonui,Far North District
0004107,0,500203,Taipa Bay-Mangonui,Far North District
0004108,0,500203,Taipa Bay-Mangonui,Far North District
0004201,7,500203,Taipa Bay-Mangonui,Far North District
0004202,4,500203,Taipa Bay-Mangonui,Far North District
0004203,0,500203,Taipa Bay-Mangonui,Far North District
0004204,2,500203,Taipa Bay-Mangonui,Far North District
0004205,7,500203,Taipa Bay-Mangonui,Far North District
0004206,1,500203,Taipa Bay-Mangonui,Far North District
0004207,2,500203,Taipa Bay-Mangonui,Far North District
0004208,0,500203,Taipa Bay-Mangonui,Far North District
0004209,0,500203,Taipa Bay-Mangonui,Far North District
0004210,0,500203,Taipa Bay-Mangonui,Far North District
0004301,12,500203,Taipa Bay-Mangonui,Far North District
0004302,11,500203,Taipa Bay-Mangonui,Far North District
0004400,5,500202,Karikari Peninsula-Maungataniwha,Far North District
0004501,0,500202,Karikari Peninsula-Maungataniwha,Far North District
0004502,0,500202,Karikari Peninsula-Maungataniwha,Far North District
0004600,4,500202,Karikari Peninsula-Maungataniwha,Far North District
0004700,0,500202,Karikari Peninsula-Maungataniwha,Far North District
0004800,0,500202,Karikari Peninsula-Maungataniwha,Far North District
0004900,11,500203,Taipa Bay-Mangonui,Far North District
0005000,4,500203,Taipa Bay-Mangonui,Far North District
0005100,10,500203,Taipa Bay-Mangonui,Far North District
0005201,7,500202,Karikari Peninsula-Maungataniwha,Far North District
0005202,0,500203,Taipa Bay-Mangonui,Far North District
0005300,4,500202,Karikari Peninsula-Maungataniwha,Far North District
0005400,0,500202,Karikari Peninsula-Maungataniwha,Far North District
0005500,1,500202,Karikari Peninsula-Maungataniwha,Far North District
0005600,10,500202,Karikari Peninsula-Maungataniwha,Far North District
0005700,6,500202,Karikari Peninsula-Maungataniwha,Far North District
0005800,0,500208,Motutangi-Kareponia,Far North District
0005900,2,500202,Karikari Peninsula-Maungataniwha,Far North District
0006000,2,500202,Karikari Peninsula-Maungataniwha,Far North District
0006100,0,500202,Karikari Peninsula-Maungataniwha,Far North District
0006200,1,500202,Karikari Peninsula-Maungataniwha,Far North District
0006300,2,500202,Karikari Peninsula-Maungataniwha,Far North District
0006400,2,500202,Karikari Peninsula-Maungataniwha,Far North District
0006500,2,500202,Karikari Peninsula-Maungataniwha,Far North District
0006600,2,500202,Karikari Peninsula-Maungataniwha,Far North District
0006700,1,500202,Karikari Peninsula-Maungataniwha,Far North District
0006800,1,500202,Karikari Peninsula-Maungataniwha,Far North District
0006900,2,500202,Karikari Peninsula-Maungataniwha,Far North District
0007000,1,500202,Karikari Peninsula-Maungataniwha,Far North District
0007101,0,500100,Awanui,Far North District
0007102,4,500100,Awanui,Far North District
0007201,1,500100,Awanui,Far North District
0007202,6,500100,Awanui,Far North District
0007300,4,500100,Awanui,Far North District
0007400,0,500208,Motutangi-Kareponia,Far North District
0007500,3,500208,Motutangi-Kareponia,Far North District
0007600,0,500208,Motutangi-Kareponia,Far North District
0007700,3,500208,Motutangi-Kareponia,Far North District
0007801,1,500208,Motutangi-Kareponia,Far North District
0007802,0,500100,Awanui,Far North District
0007900,3,500208,Motutangi-Kareponia,Far North District
0008000,2,500208,Motutangi-Kareponia,Far North District
0008100,1,500208,Motutangi-Kareponia,Far North District
0008200,0,500204,Herekino,Far North District
0008301,4,500204,Herekino,Far North District
0008302,0,500301,Kaitaia West,Far North District
0008401,3,500204,Herekino,Far North District
0008403,5,500302,Kaitaia East,Far North District
0008404,2,500302,Kaitaia East,Far North District
0008501,1,500204,Herekino,Far North District
0008502,2,500302,Kaitaia East,Far North District
0008600,10,500204,Herekino,Far North District
0008700,1,500204,Herekino,Far North District
0008800,2,500204,Herekino,Far North District
0008901,0,500204,Herekino,Far North District
0008902,1,500204,Herekino,Far North District
0009001,5,500204,Herekino,Far North District
0009002,0,500301,Kaitaia West,Far North District
0009101,2,500204,Herekino,Far North District
0009102,0,500301,Kaitaia West,Far North District
0009103,0,500301,Kaitaia West,Far North District
0009200,0,500204,Herekino,Far North District
0009300,1,500204,Herekino,Far North District
0009400,4,500204,Herekino,Far North District
0009500,0,500204,Herekino,Far North District
0009600,0,500204,Herekino,Far North District
0009700,5,500204,Herekino,Far North District
0009800,5,500205,Ahipara,Far North District
0009900,0,500204,Herekino,Far North District
0010005,0,500205,Ahipara,Far North District
0010006,1,500205,Ahipara,Far North District
0010007,0,500205,Ahipara,Far North District
0010008,0,500205,Ahipara,Far North District
0010009,2,500205,Ahipara,Far North District
0010010,1,500205,Ahipara,Far North District
0010011,2,500205,Ahipara,Far North District
0010012,1,500205,Ahipara,Far North District
0010013,0,500205,Ahipara,Far North District
0010014,0,500205,Ahipara,Far North District
0010101,2,500205,Ahipara,Far North District
0010102,10,500205,Ahipara,Far North District
0010200,1,500205,Ahipara,Far North District
0010300,1,500204,Herekino,Far North District
0010400,1,500204,Herekino,Far North District
0010500,1,500204,Herekino,Far North District
0010600,7,500205,Ahipara,Far North District
0010700,8,500205,Ahipara,Far North District
0010800,1,500205,Ahipara,Far North District
0010900,2,500204,Herekino,Far North District
0011000,1,500204,Herekino,Far North District
0011100,0,500204,Herekino,Far North District
0011200,0,500204,Herekino,Far North District
0011300,2,500204,Herekino,Far North District
0011400,1,500204,Herekino,Far North District
0011500,0,500204,Herekino,Far North District
0011600,0,500202,Karikari Peninsula-Maungataniwha,Far North District
0011700,0,500204,Herekino,Far North District
0011800,0,500204,Herekino,Far North District
0011900,1,500204,Herekino,Far North District
0012000,0,500204,Herekino,Far North District
0012101,0,500204,Herekino,Far North District
0012102,0,500204,Herekino,Far North District
0012103,5,500204,Herekino,Far North District
0012200,0,500204,Herekino,Far North District
0012300,1,500208,Motutangi-Kareponia,Far North District
0012400,2,500208,Motutangi-Kareponia,Far North District
0012500,1,500208,Motutangi-Kareponia,Far North District
0012601,1,500208,Motutangi-Kareponia,Far North District
0012602,1,500100,Awanui,Far North District
0012701,0,500208,Motutangi-Kareponia,Far North District
0012702,5,500100,Awanui,Far North District
0012800,0,500208,Motutangi-Kareponia,Far North District
0012903,12,500301,Kaitaia West,Far North District
0012904,2,500301,Kaitaia West,Far North District
0012902,11,500301,Kaitaia West,Far North District
0013000,8,500301,Kaitaia West,Far North District
0013100,9,500301,Kaitaia West,Far North District
0013205,5,500302,Kaitaia East,Far North District
0013206,3,500302,Kaitaia East,Far North District
0013207,2,500302,Kaitaia East,Far North District
0013203,11,500302,Kaitaia East,Far North District
0013204,0,500302,Kaitaia East,Far North District
0013300,9,500302,Kaitaia East,Far North District
0013400,13,500302,Kaitaia East,Far North District
0013500,3,500301,Kaitaia West,Far North District
0013600,11,500302,Kaitaia East,Far North District
0013700,7,500302,Kaitaia East,Far North District
0013800,11,500302,Kaitaia East,Far North District
0013900,12,500302,Kaitaia East,Far North District
0014000,5,500302,Kaitaia East,Far North District
0014100,7,500302,Kaitaia East,Far North District
0014200,20,500302,Kaitaia East,Far North District
0014300,10,500302,Kaitaia East,Far North District
0014400,8,500302,Kaitaia East,Far North District
0014500,6,500302,Kaitaia East,Far North District
0014600,9,500301,Kaitaia West,Far North District
0014700,2,500301,Kaitaia West,Far North District
0014800,5,500301,Kaitaia West,Far North District
0014900,5,500301,Kaitaia West,Far North District
0015000,1,500301,Kaitaia West,Far North District
0015100,9,500301,Kaitaia West,Far North District
0015200,6,500301,Kaitaia West,Far North District
0015300,7,500301,Kaitaia West,Far North District
0015401,1,500301,Kaitaia West,Far North District
0015402,1,500301,Kaitaia West,Far North District
0015500,19,500301,Kaitaia West,Far North District
0015600,11,500301,Kaitaia West,Far North District
0015700,6,500301,Kaitaia West,Far North District
0015800,3,500301,Kaitaia West,Far North District
0015900,3,500301,Kaitaia West,Far North District
0016000,5,500301,Kaitaia West,Far North District
0016100,12,500301,Kaitaia West,Far North District
0016200,1,500301,Kaitaia West,Far North District
0016300,6,500301,Kaitaia West,Far North District
0016400,4,500301,Kaitaia West,Far North District
0016500,8,500301,Kaitaia West,Far North District
0016600,4,500301,Kaitaia West,Far North District
0016700,7,500301,Kaitaia West,Far North District
0016800,4,500301,Kaitaia West,Far North District
0016901,0,614001,Oceanic-Kermadec Islands,Area Outside Territorial Authority
0016902,0,614002,Kermadec Islands,Area Outside Territorial Authority
0017001,0,614503,Three Kings Islands,Area Outside Territorial Authority
0017003,0,614504,Oceanic-Northland Region,Area Outside Territorial Authority
0017005,0,614502,Inlet-Hokianga Harbour,Far North District
0017006,0,614502,Inlet-Hokianga Harbour,Far North District
0017100,4,614602,Inlet-Doubtless Bay,Area Outside Territorial Authority
0017200,0,500402,Mangapa-Matauri Bay,Far North District
0017301,0,500402,Mangapa-Matauri Bay,Far North District
0017302,1,500402,Mangapa-Matauri Bay,Far North District
0017403,0,500402,Mangapa-Matauri Bay,Far North District
0017404,0,500402,Mangapa-Matauri Bay,Far North District
0017405,0,500402,Mangapa-Matauri Bay,Far North District
0017406,0,500402,Mangapa-Matauri Bay,Far North District
0017407,1,500402,Mangapa-Matauri Bay,Far North District
0017408,0,500402,Mangapa-Matauri Bay,Far North District
0017409,2,500402,Mangapa-Matauri Bay,Far North District
0017402,3,500402,Mangapa-Matauri Bay,Far North District
0017500,6,500402,Mangapa-Matauri Bay,Far North District
0017600,3,500402,Mangapa-Matauri Bay,Far North District
0017700,1,500402,Mangapa-Matauri Bay,Far North District
0017800,3,500402,Mangapa-Matauri Bay,Far North District
0017900,0,500402,Mangapa-Matauri Bay,Far North District
0018000,0,500402,Mangapa-Matauri Bay,Far North District
0018100,3,500402,Mangapa-Matauri Bay,Far North District
0018201,2,500402,Mangapa-Matauri Bay,Far North District
0018202,0,500402,Mangapa-Matauri Bay,Far North District
0018203,0,500401,Kaeo,Far North District
0018300,1,500402,Mangapa-Matauri Bay,Far North District
0018400,1,500402,Mangapa-Matauri Bay,Far North District
0018500,0,500402,Mangapa-Matauri Bay,Far North District
0018600,1,500402,Mangapa-Matauri Bay,Far North District
0018700,0,500401,Kaeo,Far North District
0018800,3,500401,Kaeo,Far North District
0018900,10,500401,Kaeo,Far North District
0019000,0,500402,Mangapa-Matauri Bay,Far North District
0019100,1,500401,Kaeo,Far North District
0019200,0,500402,Mangapa-Matauri Bay,Far North District
0019300,0,500402,Mangapa-Matauri Bay,Far North District
0019400,4,500402,Mangapa-Matauri Bay,Far North District
0019500,0,500402,Mangapa-Matauri Bay,Far North District
0019600,1,500402,Mangapa-Matauri Bay,Far North District
0019700,1,500402,Mangapa-Matauri Bay,Far North District
0019801,1,500402,Mangapa-Matauri Bay,Far North District
0019802,0,500402,Mangapa-Matauri Bay,Far North District
0019900,8,500402,Mangapa-Matauri Bay,Far North District
0020000,1,500402,Mangapa-Matauri Bay,Far North District
0020100,0,500402,Mangapa-Matauri Bay,Far North District
0020200,9,500402,Mangapa-Matauri Bay,Far North District
0020300,0,500402,Mangapa-Matauri Bay,Far North District
0020401,6,500402,Mangapa-Matauri Bay,Far North District
0020402,5,500402,Mangapa-Matauri Bay,Far North District
0020500,2,614700,Inlet-Whangaroa Harbour,Far North District
0020600,0,500801,Hokianga North,Far North District
0020700,0,500801,Hokianga North,Far North District
0020800,0,500801,Hokianga North,Far North District
0020900,0,500801,Hokianga North,Far North District
0021000,2,500801,Hokianga North,Far North District
0021100,0,500801,Hokianga North,Far North District
0021200,0,500801,Hokianga North,Far North District
0021300,1,500801,Hokianga North,Far North District
0021400,3,500801,Hokianga North,Far North District
0021500,0,500801,Hokianga North,Far North District
0021600,0,500801,Hokianga North,Far North District
0021700,0,500801,Hokianga North,Far North District
0021800,0,500801,Hokianga North,Far North District
0021900,0,500802,Hokianga South,Far North District
0022000,3,500802,Hokianga South,Far North District
0022100,1,500802,Hokianga South,Far North District
0022200,0,500802,Hokianga South,Far North District
0022300,1,500802,Hokianga South,Far North District
0022400,0,500802,Hokianga South,Far North District
0022500,5,500802,Hokianga South,Far North District
0022600,0,500802,Hokianga South,Far North District
0022700,0,500802,Hokianga South,Far North District
0022800,1,500802,Hokianga South,Far North District
0022900,0,500802,Hokianga South,Far North District
0023000,0,500802,Hokianga South,Far North District
0023100,1,500802,Hokianga South,Far North District
0023200,5,500802,Hokianga South,Far North District
0023300,3,500802,Hokianga South,Far North District
0023400,0,500802,Hokianga South,Far North District
0023500,0,500802,Hokianga South,Far North District
0023600,4,500600,Rawene,Far North District
0023700,5,500600,Rawene,Far North District
0023800,8,500600,Rawene,Far North District
0023900,3,500600,Rawene,Far North District
0024000,2,500600,Rawene,Far North District
0024100,1,500600,Rawene,Far North District
0024201,0,500600,Rawene,Far North District
0024202,0,500600,Rawene,Far North District
0024300,1,500802,Hokianga South,Far North District
0024400,0,500802,Hokianga South,Far North District
0024500,0,500802,Hokianga South,Far North District
0024600,0,500802,Hokianga South,Far North District
0024700,0,500802,Hokianga South,Far North District
0024800,0,500802,Hokianga South,Far North District
0024900,0,500802,Hokianga South,Far North District
0025000,0,500802,Hokianga South,Far North District
0025100,0,500802,Hokianga South,Far North District
0025200,1,500802,Hokianga South,Far North District
0025300,4,500802,Hokianga South,Far North District
0025400,0,500802,Hokianga South,Far North District
0025500,0,500802,Hokianga South,Far North District
0025600,0,500802,Hokianga South,Far North District
0025700,0,500802,Hokianga South,Far North District
0025800,1,500700,Omapere and Opononi,Far North District
0025900,11,500700,Omapere and Opononi,Far North District
0026001,0,500700,Omapere and Opononi,Far North District
0026002,8,500700,Omapere and Opononi,Far North District
0026100,0,500700,Omapere and Opononi,Far North District
0026201,0,500802,Hokianga South,Far North District
0026202,12,500700,Omapere and Opononi,Far North District
0026301,0,500802,Hokianga South,Far North District
0026302,1,500802,Hokianga South,Far North District
0026303,0,500802,Hokianga South,Far North District
0026304,1,500802,Hokianga South,Far North District
0026305,0,500802,Hokianga South,Far North District
0026400,0,500802,Hokianga South,Far North District
0026500,0,500802,Hokianga South,Far North District
0026600,2,500802,Hokianga South,Far North District
0026700,1,500802,Hokianga South,Far North District
0026800,1,500802,Hokianga South,Far North District
0026900,0,500802,Hokianga South,Far North District
0027000,1,500802,Hokianga South,Far North District
0027100,1,500802,Hokianga South,Far North District
0027200,0,500802,Hokianga South,Far North District
0027300,0,500802,Hokianga South,Far North District
0027400,4,500802,Hokianga South,Far North District
0027500,2,500802,Hokianga South,Far North District
0027600,0,500802,Hokianga South,Far North District
0027700,0,500802,Hokianga South,Far North District
0027800,2,500801,Hokianga North,Far North District
0027900,1,500801,Hokianga North,Far North District
0028000,1,500801,Hokianga North,Far North District
0028100,2,500801,Hokianga North,Far North District
0028201,0,500801,Hokianga North,Far North District
0028202,2,500801,Hokianga North,Far North District
0028300,0,500801,Hokianga North,Far North District
0028400,0,500801,Hokianga North,Far North District
0028500,0,500801,Hokianga North,Far North District
0028600,2,500801,Hokianga North,Far North District
0028700,0,500801,Hokianga North,Far North District
0028800,1,500801,Hokianga North,Far North District
0028900,3,500801,Hokianga North,Far North District
0029000,2,500801,Hokianga North,Far North District
0029101,1,500801,Hokianga North,Far North District
0029102,0,500801,Hokianga North,Far North District
0029200,1,500801,Hokianga North,Far North District
0029301,0,500801,Hokianga North,Far North District
0029302,0,500801,Hokianga North,Far North District
0029400,0,500801,Hokianga North,Far North District
0029500,1,500801,Hokianga North,Far North District
0029600,2,500801,Hokianga North,Far North District
0029700,0,500801,Hokianga North,Far North District
0029800,1,500801,Hokianga North,Far North District
0029900,0,500801,Hokianga North,Far North District
0030000,0,500801,Hokianga North,Far North District
0030100,0,500801,Hokianga North,Far North District
0030200,0,500801,Hokianga North,Far North District
0030300,0,500801,Hokianga North,Far North District
0030400,1,500801,Hokianga North,Far North District
0030500,0,500801,Hokianga North,Far North District
0030600,1,500801,Hokianga North,Far North District
0030700,1,500801,Hokianga North,Far North District
0030800,0,500801,Hokianga North,Far North District
0030900,0,500801,Hokianga North,Far North District
0031000,0,500801,Hokianga North,Far North District
0031100,1,500801,Hokianga North,Far North District
0031200,1,500801,Hokianga North,Far North District
0031300,0,500801,Hokianga North,Far North District
0031400,0,500500,Kohukohu,Far North District
0031500,3,500500,Kohukohu,Far North District
0031600,0,500500,Kohukohu,Far North District
0031700,0,500801,Hokianga North,Far North District
0031800,0,500801,Hokianga North,Far North District
0031900,0,500801,Hokianga North,Far North District
0032000,0,500801,Hokianga North,Far North District
0032100,2,501633,Waihou Valley-Hupara,Far North District
0032200,0,501633,Waihou Valley-Hupara,Far North District
0032300,3,501631,Okaihau,Far North District
0032400,0,501631,Okaihau,Far North District
0032501,7,501631,Okaihau,Far North District
0032502,0,501631,Okaihau,Far North District
0032600,10,501631,Okaihau,Far North District
0032700,0,501631,Okaihau,Far North District
0032800,0,501634,Ngapuhi-Kaikou,Far North District
0032900,0,501631,Okaihau,Far North District
0033000,4,501631,Okaihau,Far North District
0033100,8,501631,Okaihau,Far North District
0033200,0,501631,Okaihau,Far North District
0033300,0,501633,Waihou Valley-Hupara,Far North District
0033400,1,501633,Waihou Valley-Hupara,Far North District
0033500,0,501631,Okaihau,Far North District
0033600,2,501633,Waihou Valley-Hupara,Far North District
0033700,0,501633,Waihou Valley-Hupara,Far North District
0033800,4,501633,Waihou Valley-Hupara,Far North District
0033900,4,501633,Waihou Valley-Hupara,Far North District
0034000,3,501633,Waihou Valley-Hupara,Far North District
0034101,7,501633,Waihou Valley-Hupara,Far North District
0034102,0,501615,Waitangi,Far North District
0034201,5,501633,Waihou Valley-Hupara,Far North District
0034202,1,501633,Waihou Valley-Hupara,Far North District
0034301,2,501633,Waihou Valley-Hupara,Far North District
0034302,1,501633,Waihou Valley-Hupara,Far North District
0034400,0,501633,Waihou Valley-Hupara,Far North District
0034500,2,501633,Waihou Valley-Hupara,Far North District
0034600,0,501632,Ohaeawai,Far North District
0034700,3,501632,Ohaeawai,Far North District
0034800,1,501632,Ohaeawai,Far North District
0034900,0,501632,Ohaeawai,Far North District
0035000,5,501632,Ohaeawai,Far North District
0035100,0,501632,Ohaeawai,Far North District
0035200,3,501632,Ohaeawai,Far North District
0035300,2,501632,Ohaeawai,Far North District
0035401,0,501632,Ohaeawai,Far North District
0035402,2,501632,Ohaeawai,Far North District
0035501,1,501634,Ngapuhi-Kaikou,Far North District
0035502,0,501634,Ngapuhi-Kaikou,Far North District
0035600,1,501634,Ngapuhi-Kaikou,Far North District
0035700,6,501633,Waihou Valley-Hupara,Far North District
0035800,1,501633,Waihou Valley-Hupara,Far North District
0035900,2,501633,Waihou Valley-Hupara,Far North District
0036000,0,501633,Waihou Valley-Hupara,Far North District
0036100,0,501633,Waihou Valley-Hupara,Far North District
0036203,0,501634,Ngapuhi-Kaikou,Far North District
0036204,0,501634,Ngapuhi-Kaikou,Far North District
0036202,1,501500,Moerewa,Far North District
0036301,0,501633,Waihou Valley-Hupara,Far North District
0036302,1,501634,Ngapuhi-Kaikou,Far North District
0036303,0,501634,Ngapuhi-Kaikou,Far North District
0036401,0,501634,Ngapuhi-Kaikou,Far North District
0036402,0,501634,Ngapuhi-Kaikou,Far North District
0036500,0,501634,Ngapuhi-Kaikou,Far North District
0036600,0,501634,Ngapuhi-Kaikou,Far North District
0036700,5,501632,Ohaeawai,Far North District
0036800,0,501632,Ohaeawai,Far North District
0036901,0,501632,Ohaeawai,Far North District
0036902,1,501632,Ohaeawai,Far North District
0037000,1,501634,Ngapuhi-Kaikou,Far North District
0037100,0,501634,Ngapuhi-Kaikou,Far North District
0037204,0,501634,Ngapuhi-Kaikou,Far North District
0037205,0,501634,Ngapuhi-Kaikou,Far North District
0037202,0,501634,Ngapuhi-Kaikou,Far North District
0037203,1,501634,Ngapuhi-Kaikou,Far North District
0037301,0,501634,Ngapuhi-Kaikou,Far North District
0037302,0,501634,Ngapuhi-Kaikou,Far North District
0037401,6,501634,Ngapuhi-Kaikou,Far North District
0037402,6,501634,Ngapuhi-Kaikou,Far North District
0037501,3,501700,Kaikohe,Far North District
0037502,1,501634,Ngapuhi-Kaikou,Far North District
0037600,1,501634,Ngapuhi-Kaikou,Far North District
0037701,3,501634,Ngapuhi-Kaikou,Far North District
0037702,0,501634,Ngapuhi-Kaikou,Far North District
0037803,0,501634,Ngapuhi-Kaikou,Far North District
0037804,0,501634,Ngapuhi-Kaikou,Far North District
0037805,1,501634,Ngapuhi-Kaikou,Far North District
0037806,0,501634,Ngapuhi-Kaikou,Far North District
0037807,0,501634,Ngapuhi-Kaikou,Far North District
0037802,7,501700,Kaikohe,Far North District
0037901,0,501634,Ngapuhi-Kaikou,Far North District
0037902,0,501634,Ngapuhi-Kaikou,Far North District
0038001,2,501634,Ngapuhi-Kaikou,Far North District
0038002,0,501634,Ngapuhi-Kaikou,Far North District
0038100,0,501634,Ngapuhi-Kaikou,Far North District
0038200,1,501634,Ngapuhi-Kaikou,Far North District
0038300,0,501634,Ngapuhi-Kaikou,Far North District
0038400,3,501634,Ngapuhi-Kaikou,Far North District
0038500,4,501634,Ngapuhi-Kaikou,Far North District
0038600,4,501634,Ngapuhi-Kaikou,Far North District
0038700,0,501634,Ngapuhi-Kaikou,Far North District
0038800,0,501634,Ngapuhi-Kaikou,Far North District
0038900,1,501634,Ngapuhi-Kaikou,Far North District
0039000,4,501634,Ngapuhi-Kaikou,Far North District
0039100,0,501634,Ngapuhi-Kaikou,Far North District
0039200,0,501634,Ngapuhi-Kaikou,Far North District
0039300,1,501634,Ngapuhi-Kaikou,Far North District
0039400,0,501634,Ngapuhi-Kaikou,Far North District
0039500,0,501634,Ngapuhi-Kaikou,Far North District
0039600,2,501634,Ngapuhi-Kaikou,Far North District
0039701,0,501634,Ngapuhi-Kaikou,Far North District
0039702,0,501634,Ngapuhi-Kaikou,Far North District
0039800,0,501634,Ngapuhi-Kaikou,Far North District
0039900,1,501634,Ngapuhi-Kaikou,Far North District
0040001,0,501634,Ngapuhi-Kaikou,Far North District
0040002,0,501634,Ngapuhi-Kaikou,Far North District
0040100,1,501634,Ngapuhi-Kaikou,Far North District
0040200,2,501634,Ngapuhi-Kaikou,Far North District
0040300,0,501634,Ngapuhi-Kaikou,Far North District
0040400,2,501634,Ngapuhi-Kaikou,Far North District
0040501,2,501634,Ngapuhi-Kaikou,Far North District
0040502,0,501634,Ngapuhi-Kaikou,Far North District
0040601,1,501634,Ngapuhi-Kaikou,Far North District
0040602,0,501634,Ngapuhi-Kaikou,Far North District
0040701,1,501700,Kaikohe,Far North District
0040702,5,501700,Kaikohe,Far North District
0040703,8,501700,Kaikohe,Far North District
0040801,1,501700,Kaikohe,Far North District
0040802,3,501700,Kaikohe,Far North District
0040900,7,501700,Kaikohe,Far North District
0041000,21,501700,Kaikohe,Far North District
0041100,35,501700,Kaikohe,Far North District
0041200,7,501700,Kaikohe,Far North District
0041300,12,501700,Kaikohe,Far North District
0041401,0,501700,Kaikohe,Far North District
0041402,8,501700,Kaikohe,Far North District
0041403,1,501700,Kaikohe,Far North District
0041500,2,501700,Kaikohe,Far North District
0041600,3,501700,Kaikohe,Far North District
0041700,18,501700,Kaikohe,Far North District
0041800,10,501700,Kaikohe,Far North District
0041900,4,501700,Kaikohe,Far North District
0042001,2,501700,Kaikohe,Far North District
0042002,3,501700,Kaikohe,Far North District
0042101,4,501700,Kaikohe,Far North District
0042102,7,501700,Kaikohe,Far North District
0042103,6,501700,Kaikohe,Far North District
0042201,1,501700,Kaikohe,Far North District
0042202,10,501700,Kaikohe,Far North District
0042300,6,501700,Kaikohe,Far North District
0042400,9,501700,Kaikohe,Far North District
0042500,11,501700,Kaikohe,Far North District
0042600,2,501700,Kaikohe,Far North District
0042700,5,501700,Kaikohe,Far North District
0042800,1,501700,Kaikohe,Far North District
0042900,1,501700,Kaikohe,Far North District
0043000,9,501700,Kaikohe,Far North District
0043100,12,501700,Kaikohe,Far North District
0043200,13,501700,Kaikohe,Far North District
0043300,6,501700,Kaikohe,Far North District
0043400,17,501700,Kaikohe,Far North District
0043500,12,501700,Kaikohe,Far North District
0043600,19,501700,Kaikohe,Far North District
0043700,1,501700,Kaikohe,Far North District
0043800,0,501633,Waihou Valley-Hupara,Far North District
0043902,0,501633,Waihou Valley-Hupara,Far North District
0043905,3,501614,Kapiro,Far North District
0043906,3,501614,Kapiro,Far North District
