MB2013_code,total,AU2013_code,AU2013_label,TA2013_label
0709000,1,523601,Otara South,Auckland
0709100,1,523601,Otara South,Auckland
0709200,2,523601,Otara South,Auckland
0709300,6,523602,Ferguson,Auckland
0709400,3,523602,Ferguson,Auckland
0709500,7,523602,Ferguson,Auckland
0709600,0,523602,Ferguson,Auckland
0709700,2,523602,Ferguson,Auckland
0709800,4,523602,Ferguson,Auckland
0709900,9,523602,Ferguson,Auckland
0710000,9,523602,Ferguson,Auckland
0710100,23,523602,Ferguson,Auckland
0710200,0,523602,Ferguson,Auckland
0710300,2,523602,Ferguson,Auckland
0710400,4,523602,Ferguson,Auckland
0710531,0,523101,Howick South,Auckland
0710532,0,523101,Howick South,Auckland
0710533,0,523101,Howick South,Auckland
0710534,0,523101,Howick South,Auckland
0710519,1,523101,Howick South,Auckland
0710520,0,523101,Howick South,Auckland
0710521,2,523101,Howick South,Auckland
0710522,3,523101,Howick South,Auckland
0710523,2,523101,Howick South,Auckland
0710524,0,523101,Howick South,Auckland
0710525,0,523101,Howick South,Auckland
0710528,1,523101,Howick South,Auckland
0710529,0,523101,Howick South,Auckland
0710530,1,523101,Howick South,Auckland
0710510,3,523101,Howick South,Auckland
0710511,0,523101,Howick South,Auckland
0710512,6,523101,Howick South,Auckland
0710526,1,523101,Howick South,Auckland
0710527,1,523101,Howick South,Auckland
0710515,1,523101,Howick South,Auckland
0710516,2,523101,Howick South,Auckland
0710517,2,523101,Howick South,Auckland
0710518,1,523101,Howick South,Auckland
0710601,3,523101,Howick South,Auckland
0710602,1,523101,Howick South,Auckland
0710700,6,523101,Howick South,Auckland
0710801,0,523101,Howick South,Auckland
0710803,1,523101,Howick South,Auckland
0710804,2,523101,Howick South,Auckland
0710903,1,523101,Howick South,Auckland
0710904,0,523101,Howick South,Auckland
0710905,2,523101,Howick South,Auckland
0710902,1,523101,Howick South,Auckland
0711005,7,523102,Meadowland,Auckland
0711030,0,523102,Meadowland,Auckland
0711031,4,523102,Meadowland,Auckland
0711032,1,523102,Meadowland,Auckland
0711007,4,523102,Meadowland,Auckland
0711008,2,523102,Meadowland,Auckland
0711009,2,523102,Meadowland,Auckland
0711010,4,523102,Meadowland,Auckland
0711018,5,523102,Meadowland,Auckland
0711019,2,523102,Meadowland,Auckland
0711020,2,523102,Meadowland,Auckland
0711033,0,523102,Meadowland,Auckland
0711034,0,523102,Meadowland,Auckland
0711035,1,523102,Meadowland,Auckland
0711021,2,523102,Meadowland,Auckland
0711022,3,523102,Meadowland,Auckland
0711023,27,523102,Meadowland,Auckland
0711024,1,523102,Meadowland,Auckland
0711014,3,523102,Meadowland,Auckland
0711015,0,523102,Meadowland,Auckland
0711025,1,523102,Meadowland,Auckland
0711026,2,523102,Meadowland,Auckland
0711027,2,523102,Meadowland,Auckland
0711028,0,523102,Meadowland,Auckland
0711029,3,523102,Meadowland,Auckland
0711154,0,523106,Millhouse,Auckland
0711155,1,523106,Millhouse,Auckland
0711156,4,523106,Millhouse,Auckland
0711157,0,523106,Millhouse,Auckland
0711158,0,523106,Millhouse,Auckland
0711159,0,523106,Millhouse,Auckland
0711163,3,523106,Millhouse,Auckland
0711164,0,523106,Millhouse,Auckland
0711165,0,523106,Millhouse,Auckland
0711166,1,523106,Millhouse,Auckland
0711167,1,523106,Millhouse,Auckland
0711160,1,523106,Millhouse,Auckland
0711161,2,523106,Millhouse,Auckland
0711162,0,523106,Millhouse,Auckland
0711114,2,523106,Millhouse,Auckland
3209001,1,523106,Millhouse,Auckland
3209002,0,523106,Millhouse,Auckland
3209003,0,523106,Millhouse,Auckland
0711151,1,523106,Millhouse,Auckland
0711152,1,523106,Millhouse,Auckland
0711153,2,523106,Millhouse,Auckland
0711117,2,523106,Millhouse,Auckland
3202001,0,523110,Kilkenny,Auckland
3202002,0,523110,Kilkenny,Auckland
3202003,0,523110,Kilkenny,Auckland
3205001,2,523110,Kilkenny,Auckland
3205002,0,523110,Kilkenny,Auckland
3205003,2,523110,Kilkenny,Auckland
0711168,0,523110,Kilkenny,Auckland
0711169,1,523110,Kilkenny,Auckland
0711170,0,523110,Kilkenny,Auckland
0711171,1,523110,Kilkenny,Auckland
0711122,1,523105,Golfland,Auckland
3203001,2,523105,Golfland,Auckland
3203002,0,523105,Golfland,Auckland
3203003,6,523105,Golfland,Auckland
3203004,0,523105,Golfland,Auckland
3210001,0,523105,Golfland,Auckland
3210002,0,523105,Golfland,Auckland
3210003,0,523105,Golfland,Auckland
0711186,4,523106,Millhouse,Auckland
0711187,1,523106,Millhouse,Auckland
0711188,1,523106,Millhouse,Auckland
0711189,0,523106,Millhouse,Auckland
0711190,0,523106,Millhouse,Auckland
0711195,1,523106,Millhouse,Auckland
0711196,0,523106,Millhouse,Auckland
0711197,0,523106,Millhouse,Auckland
0711129,0,523106,Millhouse,Auckland
0711131,1,523106,Millhouse,Auckland
3208001,0,523106,Millhouse,Auckland
3208002,0,523106,Millhouse,Auckland
3208003,2,523106,Millhouse,Auckland
0711133,5,523106,Millhouse,Auckland
0711174,5,523106,Millhouse,Auckland
0711175,1,523106,Millhouse,Auckland
3207001,5,523109,Dannemora,Auckland
3207002,2,523109,Dannemora,Auckland
3207003,1,523109,Dannemora,Auckland
3206001,0,523110,Kilkenny,Auckland
3206002,2,523110,Kilkenny,Auckland
3206003,1,523110,Kilkenny,Auckland
0711137,0,523110,Kilkenny,Auckland
0711138,1,523110,Kilkenny,Auckland
0711139,0,523105,Golfland,Auckland
0711176,4,523105,Golfland,Auckland
0711177,0,523105,Golfland,Auckland
0711141,1,523106,Millhouse,Auckland
3204001,2,523106,Millhouse,Auckland
3204002,0,523106,Millhouse,Auckland
3204003,3,523106,Millhouse,Auckland
0711172,1,523106,Millhouse,Auckland
0711173,2,523106,Millhouse,Auckland
0711144,1,523105,Golfland,Auckland
0711145,2,523105,Golfland,Auckland
0711191,1,523105,Golfland,Auckland
0711192,1,523105,Golfland,Auckland
0711193,1,523105,Golfland,Auckland
0711194,1,523105,Golfland,Auckland
0711147,0,523105,Golfland,Auckland
0711148,14,523105,Golfland,Auckland
0711149,1,523105,Golfland,Auckland
0711178,2,523105,Golfland,Auckland
0711179,1,523105,Golfland,Auckland
0711180,2,523105,Golfland,Auckland
0711181,0,523105,Golfland,Auckland
0711182,1,523105,Golfland,Auckland
0711183,1,523105,Golfland,Auckland
0711184,2,523105,Golfland,Auckland
0711185,1,523105,Golfland,Auckland
0711200,2,523112,Highbrook,Auckland
0711301,10,523112,Highbrook,Auckland
0711302,0,523112,Highbrook,Auckland
0711402,13,523107,Burswood,Auckland
0711403,6,523107,Burswood,Auckland
0711404,24,523112,Highbrook,Auckland
0711405,19,523112,Highbrook,Auckland
0711406,10,523107,Burswood,Auckland
0711410,2,523107,Burswood,Auckland
0711411,2,523107,Burswood,Auckland
0711412,1,523107,Burswood,Auckland
0711408,29,523107,Burswood,Auckland
0711413,1,523107,Burswood,Auckland
0711414,5,523107,Burswood,Auckland
0711500,31,523112,Highbrook,Auckland
0711600,71,523112,Highbrook,Auckland
0711701,2,523112,Highbrook,Auckland
0711702,1,523107,Burswood,Auckland
0711703,53,523113,Greenmount,Auckland
0711704,4,523113,Greenmount,Auckland
0711705,1,523113,Greenmount,Auckland
0711706,3,523113,Greenmount,Auckland
0711716,6,523113,Greenmount,Auckland
0711717,1,523113,Greenmount,Auckland
0711718,7,523113,Greenmount,Auckland
0711719,1,523113,Greenmount,Auckland
0711720,2,523113,Greenmount,Auckland
0711721,0,523113,Greenmount,Auckland
0711722,0,523113,Greenmount,Auckland
0711723,3,523113,Greenmount,Auckland
0711724,2,523113,Greenmount,Auckland
0711725,0,523113,Greenmount,Auckland
0711741,1,523113,Greenmount,Auckland
0711742,0,523113,Greenmount,Auckland
0711743,0,523113,Greenmount,Auckland
0711727,6,523113,Greenmount,Auckland
0711728,2,523113,Greenmount,Auckland
0711729,6,523113,Greenmount,Auckland
0711730,5,523113,Greenmount,Auckland
0711709,17,523109,Dannemora,Auckland
0711731,8,523109,Dannemora,Auckland
0711732,7,523109,Dannemora,Auckland
0711736,3,523109,Dannemora,Auckland
0711737,1,523109,Dannemora,Auckland
0711715,0,523109,Dannemora,Auckland
0711733,3,523109,Dannemora,Auckland
0711734,9,523109,Dannemora,Auckland
0711735,0,523109,Dannemora,Auckland
0711738,1,523109,Dannemora,Auckland
0711739,3,523109,Dannemora,Auckland
0711740,0,523109,Dannemora,Auckland
0711801,8,523113,Greenmount,Auckland
0711809,14,523113,Greenmount,Auckland
0711810,0,523113,Greenmount,Auckland
0711811,15,523113,Greenmount,Auckland
0711812,9,523113,Greenmount,Auckland
0711813,3,523113,Greenmount,Auckland
0711814,4,523113,Greenmount,Auckland
0711815,7,523113,Greenmount,Auckland
0711816,1,523113,Greenmount,Auckland
0711817,3,523113,Greenmount,Auckland
0711818,3,523113,Greenmount,Auckland
0711819,2,523113,Greenmount,Auckland
0711804,4,523114,Point View,Auckland
0711805,6,523114,Point View,Auckland
0711806,11,523114,Point View,Auckland
0711807,2,523114,Point View,Auckland
0711808,4,523114,Point View,Auckland
0711901,8,523113,Greenmount,Auckland
0711902,2,523113,Greenmount,Auckland
0711904,1,523115,Baverstock Oaks,Auckland
0711905,2,523115,Baverstock Oaks,Auckland
0711906,0,523115,Baverstock Oaks,Auckland
0711907,0,523115,Baverstock Oaks,Auckland
0711908,0,523115,Baverstock Oaks,Auckland
0711909,7,523115,Baverstock Oaks,Auckland
0711910,1,523115,Baverstock Oaks,Auckland
0711911,6,523115,Baverstock Oaks,Auckland
0711912,2,523115,Baverstock Oaks,Auckland
0712001,0,523109,Dannemora,Auckland
0712002,1,523109,Dannemora,Auckland
0712005,0,523110,Kilkenny,Auckland
0712006,2,523110,Kilkenny,Auckland
0712007,0,523110,Kilkenny,Auckland
0712008,3,523109,Dannemora,Auckland
0712009,2,523109,Dannemora,Auckland
0712010,3,523109,Dannemora,Auckland
0712011,1,523109,Dannemora,Auckland
0712012,8,523109,Dannemora,Auckland
0712013,5,523109,Dannemora,Auckland
0712014,0,523109,Dannemora,Auckland
0712015,2,523109,Dannemora,Auckland
0712016,1,523109,Dannemora,Auckland
0712017,5,523109,Dannemora,Auckland
0712032,0,523114,Point View,Auckland
0712033,2,523114,Point View,Auckland
0712034,5,523114,Point View,Auckland
0712035,1,523114,Point View,Auckland
0712019,0,523110,Kilkenny,Auckland
0712020,6,523110,Kilkenny,Auckland
0712021,3,523114,Point View,Auckland
0712022,0,523114,Point View,Auckland
0712027,1,523114,Point View,Auckland
0712028,1,523114,Point View,Auckland
0712029,2,523114,Point View,Auckland
0712030,4,523114,Point View,Auckland
0712031,4,523114,Point View,Auckland
0712036,0,523114,Point View,Auckland
0712037,2,523114,Point View,Auckland
0712038,1,523114,Point View,Auckland
0712039,2,523114,Point View,Auckland
0712025,4,523114,Point View,Auckland
0712026,2,523114,Point View,Auckland
0712101,1,523114,Point View,Auckland
0712102,1,523114,Point View,Auckland
0712134,1,523114,Point View,Auckland
0712135,0,523114,Point View,Auckland
0712136,2,523114,Point View,Auckland
0712104,1,523114,Point View,Auckland
0712105,2,523114,Point View,Auckland
0712106,18,523115,Baverstock Oaks,Auckland
0712107,0,523115,Baverstock Oaks,Auckland
0712108,1,523115,Baverstock Oaks,Auckland
0712126,3,523115,Baverstock Oaks,Auckland
0712127,1,523115,Baverstock Oaks,Auckland
0712128,1,523115,Baverstock Oaks,Auckland
0712129,0,523115,Baverstock Oaks,Auckland
0712110,2,523115,Baverstock Oaks,Auckland
0712111,1,523115,Baverstock Oaks,Auckland
0712112,2,523115,Baverstock Oaks,Auckland
0712113,1,523115,Baverstock Oaks,Auckland
0712114,2,523115,Baverstock Oaks,Auckland
0712130,2,523115,Baverstock Oaks,Auckland
0712131,1,523115,Baverstock Oaks,Auckland
0712132,0,523115,Baverstock Oaks,Auckland
0712133,0,523115,Baverstock Oaks,Auckland
0712118,0,523115,Baverstock Oaks,Auckland
0712119,0,523115,Baverstock Oaks,Auckland
0712120,3,523115,Baverstock Oaks,Auckland
0712121,10,523115,Baverstock Oaks,Auckland
0712122,2,523115,Baverstock Oaks,Auckland
0712123,0,523115,Baverstock Oaks,Auckland
0712124,3,523115,Baverstock Oaks,Auckland
0712125,6,523115,Baverstock Oaks,Auckland
0712201,1,523114,Point View,Auckland
0712204,0,523114,Point View,Auckland
0712205,3,523116,Mission Heights,Auckland
0712206,2,523116,Mission Heights,Auckland
0712207,0,523116,Mission Heights,Auckland
0712208,0,523116,Mission Heights,Auckland
0712209,3,523116,Mission Heights,Auckland
0712210,1,523116,Mission Heights,Auckland
0712211,0,523116,Mission Heights,Auckland
0712212,0,523116,Mission Heights,Auckland
0712213,0,523116,Mission Heights,Auckland
0712214,0,523116,Mission Heights,Auckland
0712215,0,523116,Mission Heights,Auckland
0712216,0,523116,Mission Heights,Auckland
0712217,0,523116,Mission Heights,Auckland
0712218,4,523116,Mission Heights,Auckland
0712219,0,523116,Mission Heights,Auckland
0712220,0,523116,Mission Heights,Auckland
0712221,1,523116,Mission Heights,Auckland
0712222,1,523116,Mission Heights,Auckland
0712223,1,523116,Mission Heights,Auckland
0712224,1,523116,Mission Heights,Auckland
0712225,1,523116,Mission Heights,Auckland
0712226,0,523116,Mission Heights,Auckland
0712227,0,523202,Turanga,Auckland
0712228,0,523116,Mission Heights,Auckland
0712229,0,523116,Mission Heights,Auckland
0712230,0,523116,Mission Heights,Auckland
0712231,0,523116,Mission Heights,Auckland
0712232,0,523116,Mission Heights,Auckland
0712203,22,523115,Baverstock Oaks,Auckland
0712303,14,523711,Rongomai,Auckland
0712304,10,523711,Rongomai,Auckland
0712305,5,523711,Rongomai,Auckland
0712302,1,523713,Ormiston,Auckland
0712401,18,523713,Ormiston,Auckland
0712402,6,523713,Ormiston,Auckland
0712403,1,523713,Ormiston,Auckland
0712404,1,523713,Ormiston,Auckland
0712405,5,523713,Ormiston,Auckland
0712500,34,523713,Ormiston,Auckland
0712600,23,523713,Ormiston,Auckland
0712701,8,523713,Ormiston,Auckland
0712702,0,523818,Redoubt East,Auckland
0712801,2,523711,Rongomai,Auckland
0712802,1,523711,Rongomai,Auckland
0712803,25,523712,Donegal Park,Auckland
0712804,11,523712,Donegal Park,Auckland
0712805,4,523712,Donegal Park,Auckland
0712806,7,523712,Donegal Park,Auckland
0712807,7,523712,Donegal Park,Auckland
0712808,8,523712,Donegal Park,Auckland
0712809,8,523712,Donegal Park,Auckland
0712903,2,523711,Rongomai,Auckland
0712904,2,523711,Rongomai,Auckland
0712905,0,523711,Rongomai,Auckland
0712902,21,523711,Rongomai,Auckland
0713003,0,523711,Rongomai,Auckland
0713017,0,523711,Rongomai,Auckland
0713018,4,523711,Rongomai,Auckland
0713019,1,523711,Rongomai,Auckland
0713005,9,523711,Rongomai,Auckland
0713006,1,523711,Rongomai,Auckland
0713007,7,523711,Rongomai,Auckland
0713012,6,523712,Donegal Park,Auckland
0713013,4,523712,Donegal Park,Auckland
0713014,6,523712,Donegal Park,Auckland
0713015,2,523712,Donegal Park,Auckland
0713016,2,523712,Donegal Park,Auckland
0713009,3,523712,Donegal Park,Auckland
0713010,3,523712,Donegal Park,Auckland
0713011,2,523712,Donegal Park,Auckland
0713100,51,523713,Ormiston,Auckland
0713201,1,523712,Donegal Park,Auckland
0713202,3,523712,Donegal Park,Auckland
0713203,1,523712,Donegal Park,Auckland
0713204,1,523712,Donegal Park,Auckland
0713205,4,523712,Donegal Park,Auckland
0713206,2,523712,Donegal Park,Auckland
0713207,1,523712,Donegal Park,Auckland
0713208,7,523712,Donegal Park,Auckland
0713209,2,523712,Donegal Park,Auckland
0713210,2,523712,Donegal Park,Auckland
0713211,7,523712,Donegal Park,Auckland
0713300,15,523712,Donegal Park,Auckland
0713400,4,523713,Ormiston,Auckland
0713501,3,523713,Ormiston,Auckland
0713502,2,523818,Redoubt East,Auckland
0713600,1,523711,Rongomai,Auckland
0713700,1,523711,Rongomai,Auckland
0713800,2,523711,Rongomai,Auckland
0713900,3,523711,Rongomai,Auckland
0714000,0,523711,Rongomai,Auckland
0714100,2,523711,Rongomai,Auckland
0714200,2,523711,Rongomai,Auckland
0714300,3,523711,Rongomai,Auckland
0714400,3,523711,Rongomai,Auckland
0714500,3,523711,Rongomai,Auckland
0714600,0,523711,Rongomai,Auckland
0714700,1,523711,Rongomai,Auckland
0714803,3,523711,Rongomai,Auckland
0714804,1,523711,Rongomai,Auckland
0714805,0,523711,Rongomai,Auckland
0714806,3,523711,Rongomai,Auckland
0714802,1,523711,Rongomai,Auckland
0714900,3,523711,Rongomai,Auckland
0715000,2,523711,Rongomai,Auckland
0715100,2,523721,Clover Park,Auckland
0715200,3,523721,Clover Park,Auckland
0715300,2,523721,Clover Park,Auckland
0715400,2,523721,Clover Park,Auckland
0715509,1,523721,Clover Park,Auckland
0715510,0,523721,Clover Park,Auckland
0715504,0,523721,Clover Park,Auckland
0715505,0,523721,Clover Park,Auckland
0715506,1,523721,Clover Park,Auckland
0715507,1,523721,Clover Park,Auckland
0715511,0,523721,Clover Park,Auckland
0715512,1,523721,Clover Park,Auckland
0715513,0,523721,Clover Park,Auckland
0715514,2,523721,Clover Park,Auckland
0715615,1,523721,Clover Park,Auckland
0715616,1,523721,Clover Park,Auckland
0715617,0,523721,Clover Park,Auckland
0715618,4,523721,Clover Park,Auckland
0715619,1,523721,Clover Park,Auckland
0715620,0,523721,Clover Park,Auckland
0715605,0,523721,Clover Park,Auckland
0715606,0,523721,Clover Park,Auckland
0715607,2,523721,Clover Park,Auckland
0715608,3,523721,Clover Park,Auckland
0715609,3,523721,Clover Park,Auckland
0715610,1,523721,Clover Park,Auckland
0715611,2,523721,Clover Park,Auckland
0715612,1,523721,Clover Park,Auckland
0715613,1,523721,Clover Park,Auckland
0715614,0,523721,Clover Park,Auckland
0715701,14,523722,Redoubt North,Auckland
0715703,5,523722,Redoubt North,Auckland
0715704,11,523722,Redoubt North,Auckland
0715801,2,523722,Redoubt North,Auckland
0715802,0,523722,Redoubt North,Auckland
0715803,0,523722,Redoubt North,Auckland
0715804,3,523722,Redoubt North,Auckland
0715805,3,523722,Redoubt North,Auckland
0715912,0,523722,Redoubt North,Auckland
0715913,4,523722,Redoubt North,Auckland
0715904,6,523722,Redoubt North,Auckland
0715906,4,523722,Redoubt North,Auckland
0715907,2,523722,Redoubt North,Auckland
0715914,2,523722,Redoubt North,Auckland
0715915,2,523722,Redoubt North,Auckland
0715916,2,523722,Redoubt North,Auckland
0715917,6,523722,Redoubt North,Auckland
0715909,0,523722,Redoubt North,Auckland
0715910,0,523722,Redoubt North,Auckland
0715911,1,523722,Redoubt North,Auckland
0716007,1,523722,Redoubt North,Auckland
0716008,0,523722,Redoubt North,Auckland
0716009,0,523722,Redoubt North,Auckland
0716010,1,523722,Redoubt North,Auckland
0716011,0,523722,Redoubt North,Auckland
0716012,0,523722,Redoubt North,Auckland
0716013,2,523722,Redoubt North,Auckland
0716014,1,523722,Redoubt North,Auckland
0716015,0,523722,Redoubt North,Auckland
0716016,4,523722,Redoubt North,Auckland
0716017,1,523722,Redoubt North,Auckland
0716018,1,523722,Redoubt North,Auckland
0716019,3,523722,Redoubt North,Auckland
0716020,0,523722,Redoubt North,Auckland
0716101,0,523722,Redoubt North,Auckland
0716102,0,523722,Redoubt North,Auckland
0716103,1,523722,Redoubt North,Auckland
0716104,0,523722,Redoubt North,Auckland
0716105,2,523722,Redoubt North,Auckland
0716106,1,523722,Redoubt North,Auckland
0716204,1,523712,Donegal Park,Auckland
0716205,0,523712,Donegal Park,Auckland
0716206,0,523712,Donegal Park,Auckland
0716202,11,523712,Donegal Park,Auckland
0716203,15,523712,Donegal Park,Auckland
0716300,8,523712,Donegal Park,Auckland
0716401,11,523202,Turanga,Auckland
0716402,1,523202,Turanga,Auckland
0716500,0,523202,Turanga,Auckland
0716601,3,523202,Turanga,Auckland
0716602,1,523202,Turanga,Auckland
0716603,2,523202,Turanga,Auckland
0716604,2,523202,Turanga,Auckland
0716605,0,523818,Redoubt East,Auckland
0716700,4,523202,Turanga,Auckland
0716800,1,523202,Turanga,Auckland
0716900,1,525201,Clevedon,Auckland
0717000,0,525201,Clevedon,Auckland
0717100,0,523202,Turanga,Auckland
0717201,0,523713,Ormiston,Auckland
0717202,3,523818,Redoubt East,Auckland
0717300,3,523202,Turanga,Auckland
0717400,6,523202,Turanga,Auckland
0717501,1,523202,Turanga,Auckland
0717502,2,523202,Turanga,Auckland
0717503,3,523202,Turanga,Auckland
0717504,1,523202,Turanga,Auckland
0717505,3,523202,Turanga,Auckland
0717506,3,523202,Turanga,Auckland
0717600,1,523202,Turanga,Auckland
0717701,1,523201,Shelly Park,Auckland
0717704,1,523201,Shelly Park,Auckland
0717705,0,523201,Shelly Park,Auckland
0717706,0,523201,Shelly Park,Auckland
0717707,0,523201,Shelly Park,Auckland
0717708,0,523201,Shelly Park,Auckland
0717802,2,523201,Shelly Park,Auckland
0717803,0,523201,Shelly Park,Auckland
0717804,1,523201,Shelly Park,Auckland
0717805,0,523201,Shelly Park,Auckland
0717902,0,523201,Shelly Park,Auckland
0717903,0,521502,Cockle Bay,Auckland
0717905,0,523201,Shelly Park,Auckland
0717906,0,523201,Shelly Park,Auckland
0717907,0,523201,Shelly Park,Auckland
0718003,0,523102,Meadowland,Auckland
0718004,1,523114,Point View,Auckland
0718005,0,523201,Shelly Park,Auckland
0718006,0,523201,Shelly Park,Auckland
0718007,0,523201,Shelly Park,Auckland
0718008,0,523201,Shelly Park,Auckland
0718100,2,523114,Point View,Auckland
0718201,4,523202,Turanga,Auckland
0718202,2,523202,Turanga,Auckland
0718203,1,523202,Turanga,Auckland
0718300,1,523202,Turanga,Auckland
0718401,0,523300,Beachlands-Maraetai,Auckland
0718402,1,523300,Beachlands-Maraetai,Auckland
0718501,0,523300,Beachlands-Maraetai,Auckland
0718502,2,523300,Beachlands-Maraetai,Auckland
0718503,1,523300,Beachlands-Maraetai,Auckland
0718504,0,523300,Beachlands-Maraetai,Auckland
0718505,0,523300,Beachlands-Maraetai,Auckland
0718506,0,523300,Beachlands-Maraetai,Auckland
0718507,0,523300,Beachlands-Maraetai,Auckland
0718508,0,523300,Beachlands-Maraetai,Auckland
0718509,0,523300,Beachlands-Maraetai,Auckland
0718510,0,523300,Beachlands-Maraetai,Auckland
0718511,0,523300,Beachlands-Maraetai,Auckland
0718601,0,523300,Beachlands-Maraetai,Auckland
0718602,1,523300,Beachlands-Maraetai,Auckland
0718603,0,523300,Beachlands-Maraetai,Auckland
0718604,0,523300,Beachlands-Maraetai,Auckland
0718605,1,523300,Beachlands-Maraetai,Auckland
0718606,0,523300,Beachlands-Maraetai,Auckland
0718607,0,523300,Beachlands-Maraetai,Auckland
0718608,1,523300,Beachlands-Maraetai,Auckland
0718700,1,523300,Beachlands-Maraetai,Auckland
0718800,1,523300,Beachlands-Maraetai,Auckland
0718900,7,523300,Beachlands-Maraetai,Auckland
0719000,0,523300,Beachlands-Maraetai,Auckland
0719101,0,523300,Beachlands-Maraetai,Auckland
0719102,2,523300,Beachlands-Maraetai,Auckland
0719103,0,523300,Beachlands-Maraetai,Auckland
0719104,0,523300,Beachlands-Maraetai,Auckland
0719105,0,523300,Beachlands-Maraetai,Auckland
0719106,0,523300,Beachlands-Maraetai,Auckland
0719201,5,523300,Beachlands-Maraetai,Auckland
0719203,0,523300,Beachlands-Maraetai,Auckland
0719204,0,523300,Beachlands-Maraetai,Auckland
0719205,1,523300,Beachlands-Maraetai,Auckland
0719301,0,523300,Beachlands-Maraetai,Auckland
0719302,1,523300,Beachlands-Maraetai,Auckland
0719303,2,523300,Beachlands-Maraetai,Auckland
0719304,0,523300,Beachlands-Maraetai,Auckland
0719400,11,523300,Beachlands-Maraetai,Auckland
0719500,1,523300,Beachlands-Maraetai,Auckland
0719600,0,523300,Beachlands-Maraetai,Auckland
0719701,1,523300,Beachlands-Maraetai,Auckland
0719702,1,523300,Beachlands-Maraetai,Auckland
0719703,1,523300,Beachlands-Maraetai,Auckland
0719801,3,523300,Beachlands-Maraetai,Auckland
0719802,2,523300,Beachlands-Maraetai,Auckland
0719901,4,523300,Beachlands-Maraetai,Auckland
0719902,2,523300,Beachlands-Maraetai,Auckland
0719903,0,523300,Beachlands-Maraetai,Auckland
0719904,2,523300,Beachlands-Maraetai,Auckland
0719905,2,523300,Beachlands-Maraetai,Auckland
0720000,4,523300,Beachlands-Maraetai,Auckland
0720100,0,523300,Beachlands-Maraetai,Auckland
0720200,0,523300,Beachlands-Maraetai,Auckland
0720300,2,524001,Ambury,Auckland
0720401,1,524001,Ambury,Auckland
0720402,5,524001,Ambury,Auckland
0720500,0,524001,Ambury,Auckland
0720600,0,524001,Ambury,Auckland
0720700,3,524001,Ambury,Auckland
0720800,0,524001,Ambury,Auckland
0720900,2,524001,Ambury,Auckland
0721000,2,524001,Ambury,Auckland
0721100,6,524001,Ambury,Auckland
0721200,6,524001,Ambury,Auckland
0721300,0,524001,Ambury,Auckland
0721400,10,524001,Ambury,Auckland
0721500,0,524001,Ambury,Auckland
0721600,1,524002,Mangere Bridge,Auckland
0721700,2,524002,Mangere Bridge,Auckland
0721800,3,524002,Mangere Bridge,Auckland
0721900,6,524002,Mangere Bridge,Auckland
0722000,7,524002,Mangere Bridge,Auckland
0722100,4,524002,Mangere Bridge,Auckland
0722201,7,524002,Mangere Bridge,Auckland
0722202,2,524002,Mangere Bridge,Auckland
0722203,0,524002,Mangere Bridge,Auckland
0722204,1,524002,Mangere Bridge,Auckland
0722301,2,524002,Mangere Bridge,Auckland
0722302,4,524002,Mangere Bridge,Auckland
0722400,10,524002,Mangere Bridge,Auckland
0722501,0,524002,Mangere Bridge,Auckland
0722502,7,524002,Mangere Bridge,Auckland
0722600,4,524002,Mangere Bridge,Auckland
0722700,8,524002,Mangere Bridge,Auckland
0722800,1,524002,Mangere Bridge,Auckland
0722900,0,524002,Mangere Bridge,Auckland
0723000,4,524002,Mangere Bridge,Auckland
0723100,9,524002,Mangere Bridge,Auckland
0723201,1,524001,Ambury,Auckland
0723202,0,524001,Ambury,Auckland
0723203,3,524001,Ambury,Auckland
0723300,1,524001,Ambury,Auckland
0723400,3,524001,Ambury,Auckland
0723500,0,524002,Mangere Bridge,Auckland
0723600,4,524002,Mangere Bridge,Auckland
0723701,1,524002,Mangere Bridge,Auckland
0723702,0,524002,Mangere Bridge,Auckland
0723800,4,524002,Mangere Bridge,Auckland
0723900,2,524002,Mangere Bridge,Auckland
0724000,3,524002,Mangere Bridge,Auckland
0724101,11,524002,Mangere Bridge,Auckland
0724102,8,524002,Mangere Bridge,Auckland
0724200,3,524002,Mangere Bridge,Auckland
0724300,3,524002,Mangere Bridge,Auckland
0724401,0,524002,Mangere Bridge,Auckland
0724402,2,524002,Mangere Bridge,Auckland
0724500,2,524002,Mangere Bridge,Auckland
0724600,8,524002,Mangere Bridge,Auckland
0724700,8,524002,Mangere Bridge,Auckland
0724800,0,524002,Mangere Bridge,Auckland
0724900,4,524002,Mangere Bridge,Auckland
0725000,1,524002,Mangere Bridge,Auckland
0725100,1,524001,Ambury,Auckland
0725200,3,524001,Ambury,Auckland
0725300,4,524001,Ambury,Auckland
0725400,4,524002,Mangere Bridge,Auckland
0725500,1,524002,Mangere Bridge,Auckland
0725601,13,524002,Mangere Bridge,Auckland
0725602,4,524002,Mangere Bridge,Auckland
0725700,1,524002,Mangere Bridge,Auckland
0725800,6,524002,Mangere Bridge,Auckland
0725900,11,524002,Mangere Bridge,Auckland
0726000,0,524200,Mangere South,Auckland
0726101,0,524200,Mangere South,Auckland
0726102,0,524200,Mangere South,Auckland
0726200,1,524200,Mangere South,Auckland
0726300,10,524200,Mangere South,Auckland
0726400,51,524200,Mangere South,Auckland
